"Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","score","gender","age","seconds_elapsed"
4,4,2,2,4,1,2,2,4,3,2,4,3,4,3,5,3,2,4,2,64,2,34,301
2,4,2,3,3,4,2,2,4,4,2,2,4,2,2,2,3,4,4,2,61,1,37,338
2,4,5,5,4,3,2,1,5,5,4,5,4,1,4,2,1,3,4,2,56,1,50,202
5,5,1,5,5,1,1,3,1,1,5,5,0,0,5,1,1,5,5,1,78,1,43,198
5,2,1,1,4,3,2,3,3,1,2,5,4,2,3,2,1,3,3,4,74,2,21,205
5,5,2,3,3,4,1,4,4,1,2,5,1,1,4,1,4,5,4,1,76,2,21,210
1,1,5,4,3,4,4,1,5,0,4,5,1,3,1,5,5,2,1,5,46,2,49,206
5,5,2,2,5,2,4,4,1,2,2,5,4,1,4,1,4,5,4,5,87,1,45,163
4,4,2,1,5,5,1,5,1,5,1,5,4,2,4,1,1,4,5,3,79,1,23,125
1,1,5,3,2,5,5,2,5,5,3,4,2,4,1,5,5,1,2,1,36,1,48,157
2,2,4,2,2,2,2,1,4,4,2,4,1,2,3,4,3,4,4,3,57,1,41,269
1,3,2,4,1,4,2,0,4,4,1,3,2,3,0,2,4,4,5,1,52,2,34,167
3,4,2,3,2,2,1,4,3,2,2,2,2,4,4,0,2,2,5,2,67,1,27,160
2,2,2,2,4,5,4,2,5,5,4,2,2,2,2,5,2,2,5,1,46,1,30,155
2,2,2,3,2,3,2,2,4,4,3,2,2,3,2,2,2,3,5,3,55,1,48,155
5,4,2,1,4,1,1,3,2,2,2,5,2,2,5,1,1,4,4,1,78,2,25,228
5,4,4,2,4,2,2,4,3,4,1,5,2,2,4,2,2,3,5,1,71,1,29,161
4,2,4,4,4,2,4,2,4,4,2,4,2,2,2,2,2,2,4,2,56,2,43,182
1,1,3,4,4,4,1,4,4,4,1,4,2,1,1,2,1,5,5,3,61,1,53,259
2,2,1,4,2,4,2,2,5,4,3,2,2,3,1,4,4,4,4,1,50,1,25,190
5,2,4,4,3,3,3,2,2,2,4,3,4,4,2,3,3,2,3,2,56,2,44,224
4,5,2,4,4,4,1,3,2,1,2,5,1,4,5,4,3,2,5,2,69,2,22,121
4,4,4,3,2,4,4,3,4,4,3,3,2,3,3,2,2,3,4,2,55,1,24,138
2,2,2,4,3,1,2,2,4,4,2,2,2,3,3,4,4,4,5,2,59,2,19,332
4,4,4,4,1,2,2,2,5,2,2,3,2,3,2,2,3,4,4,1,58,1,54,170
3,1,4,2,4,2,2,3,5,2,2,4,2,2,3,4,2,2,5,1,59,1,28,111
4,2,3,2,3,2,2,2,3,5,1,4,2,2,2,2,4,4,4,2,65,1,68,110
4,3,1,1,5,2,1,5,1,3,1,5,5,2,4,2,1,5,5,5,87,1,30,146
3,4,4,2,1,1,1,4,5,4,1,2,2,1,1,1,2,5,5,4,67,1,24,125
4,4,2,2,4,2,2,5,3,2,2,4,4,2,3,3,1,5,5,4,77,1,30,168
4,2,3,4,4,1,2,1,4,4,3,2,3,2,3,1,1,3,5,0,58,1,64,295
4,5,4,4,2,1,2,3,4,4,2,4,2,2,4,4,2,3,4,1,61,2,26,169
1,1,1,1,3,2,3,2,4,4,1,4,1,1,4,1,3,4,5,1,65,1,51,191
5,5,1,2,5,1,1,3,2,3,2,5,4,1,5,3,1,3,5,2,81,1,23,207
5,5,1,2,5,1,1,3,2,3,2,5,4,1,5,3,1,3,5,2,81,1,23,278
5,5,1,1,5,1,1,4,1,1,1,5,5,1,5,2,1,4,5,2,90,1,22,329
2,2,4,4,3,5,3,4,4,4,2,4,4,2,3,3,2,2,4,2,55,1,53,122
5,4,3,2,5,2,1,5,4,4,4,5,5,2,4,4,3,4,5,3,76,1,40,153
5,5,2,1,4,1,1,3,2,2,1,5,5,2,4,1,1,4,5,5,87,2,410,256
5,5,2,1,4,1,1,3,2,2,1,5,5,2,4,1,1,4,5,5,87,2,410,258
2,1,4,2,3,4,2,4,5,5,2,4,2,1,1,3,2,2,3,3,53,1,44,188
4,4,1,1,4,2,1,4,4,2,2,5,5,2,4,1,4,4,5,4,85,1,34,299
3,1,3,3,4,4,3,3,5,4,2,5,4,2,3,3,2,2,4,2,58,1,43,227
4,4,4,2,2,3,2,3,4,2,1,4,3,3,2,2,1,1,4,2,61,1,45,135
2,2,2,4,4,4,2,2,5,4,4,3,2,3,3,3,2,4,2,2,51,1,43,125
4,2,2,2,4,3,1,4,4,2,1,4,1,2,2,1,1,2,5,4,69,1,64,231
2,1,2,4,2,4,2,1,5,5,1,4,1,2,3,2,2,2,5,2,52,1,35,138
4,4,2,3,3,3,2,2,4,4,2,3,3,2,3,3,2,2,5,2,62,2,48,191
4,3,2,3,4,2,1,3,3,3,2,4,3,1,3,5,2,3,1,3,65,1,36,135
4,3,2,2,5,2,1,3,5,1,2,4,4,2,3,2,1,4,5,4,75,1,26,157
5,4,2,4,5,3,1,2,4,3,1,4,4,2,2,2,1,4,4,5,72,1,40,130
2,1,5,3,4,4,1,4,5,5,4,4,1,4,4,4,2,4,4,1,50,1,35,108
4,2,2,3,3,1,1,3,2,2,1,1,4,1,3,1,1,5,5,1,72,1,37,181
4,2,3,4,3,4,5,4,4,4,2,3,3,3,2,4,4,3,4,4,57,1,42,222
4,2,1,1,4,1,2,4,2,2,1,5,2,3,4,1,3,3,5,1,77,1,19,225
2,5,1,4,4,2,3,2,4,1,2,4,1,2,4,2,1,1,5,2,64,1,40,132
4,4,4,2,4,3,2,3,4,1,1,4,4,2,4,2,1,3,4,3,71,1,461,89
5,4,3,1,5,1,1,4,2,3,1,5,4,1,1,1,1,1,5,2,77,1,26,223
4,2,4,1,4,2,2,2,5,4,2,3,4,1,3,2,2,4,4,4,67,1,42,207
3,4,1,4,5,3,2,4,3,3,1,5,4,2,2,1,2,4,4,4,75,2,17,97
5,4,2,2,5,2,1,4,2,2,1,5,2,1,4,3,1,4,5,5,82,1,40,139
5,4,2,1,4,2,2,4,2,2,2,4,4,2,4,2,4,4,4,4,82,1,34,114
3,4,4,1,4,4,2,4,4,3,1,3,4,1,5,2,1,2,4,1,67,1,20,173
4,1,4,2,4,4,4,4,5,5,5,4,1,2,2,4,2,1,5,4,51,1,38,215
2,2,3,4,2,3,2,2,5,5,3,2,1,3,1,4,3,2,1,2,42,1,54,156
4,3,2,3,4,2,2,2,4,4,3,4,3,3,3,2,2,3,5,2,64,1,26,156
4,4,1,1,5,2,1,2,1,2,1,3,5,4,4,2,2,2,5,1,76,1,33,164
4,5,2,2,4,3,1,4,2,1,1,5,4,1,5,2,4,5,5,4,88,1,38,102
4,2,2,0,2,2,2,3,4,2,2,4,4,2,4,1,2,2,5,2,71,1,39,198
3,4,1,2,4,1,1,5,2,1,1,5,4,2,4,1,1,2,5,3,82,1,24,175
2,1,3,4,2,2,1,1,4,4,3,2,1,2,3,4,2,1,5,5,52,1,38,141
3,2,2,2,5,2,2,5,3,2,1,4,4,2,4,4,1,2,4,4,72,1,25,173
4,5,3,2,4,2,2,4,5,2,2,5,4,2,2,4,2,4,4,1,69,1,19,198
4,4,4,1,1,2,2,4,4,2,2,3,4,2,2,2,2,2,4,3,66,1,26,344
5,1,2,1,5,2,1,2,5,4,1,5,1,4,2,2,1,4,5,1,64,1,28,175
4,5,2,1,5,1,2,4,2,2,1,5,5,1,4,1,1,4,4,5,87,1,34,188
4,4,1,1,5,2,1,3,2,1,1,2,2,2,5,2,1,2,5,5,79,1,28,165
4,2,5,2,4,1,1,4,5,3,1,5,2,1,1,2,1,4,5,3,68,1,29,156
2,2,3,3,4,2,2,4,4,3,2,3,2,2,4,4,2,4,4,2,62,1,41,144
5,4,2,4,4,1,1,2,2,2,2,4,4,2,0,2,2,2,5,1,69,1,27,134
4,5,4,2,4,4,4,4,4,4,0,1,4,2,2,2,2,2,4,4,64,1,53,217
2,3,3,4,3,2,1,4,4,3,1,5,2,2,5,1,2,5,5,1,70,2,18,105
4,2,3,3,4,1,1,2,3,3,3,4,2,1,2,2,1,2,5,3,65,1,35,91
1,2,2,4,4,2,2,2,4,2,2,4,4,4,2,4,2,2,4,2,57,1,56,210
4,2,4,2,4,2,2,3,4,3,2,4,4,2,3,2,2,3,4,3,67,1,26,92
4,3,2,2,4,3,1,2,5,3,2,4,2,2,2,2,2,2,5,2,64,1,65,262
3,3,2,2,4,3,2,4,2,2,1,4,2,2,4,4,1,3,4,2,68,1,42,215
2,2,3,4,4,4,2,2,4,4,2,4,2,2,3,2,4,2,4,2,58,1,52,312
3,2,4,4,4,4,2,4,5,4,2,4,4,2,2,2,2,4,4,2,60,1,40,176
4,4,3,4,2,2,2,3,4,3,3,5,2,2,4,4,3,4,4,1,63,2,23,152
5,5,1,1,4,1,1,4,1,1,1,5,5,1,5,1,2,5,5,2,92,1,20,148
4,3,2,2,2,2,2,1,3,2,1,4,4,2,4,2,2,2,5,4,71,3,22,181
4,2,5,5,5,2,2,4,4,1,2,2,2,1,5,5,1,4,4,2,62,2,22,201
2,4,4,3,4,3,2,4,5,4,2,4,2,3,3,3,3,4,5,1,61,2,51,227
5,4,2,1,4,1,1,4,3,3,2,5,2,2,3,1,1,4,5,4,79,1,56,196
2,2,2,3,4,5,4,2,4,4,3,2,3,2,2,3,1,2,5,3,52,1,31,194
4,4,2,2,4,2,1,4,5,4,2,5,4,2,3,4,2,4,4,4,72,1,40,153
5,3,3,4,4,5,2,2,5,2,2,2,3,2,4,2,2,2,5,4,63,1,23,3598
3,3,4,4,4,2,2,3,5,3,2,4,3,2,3,3,2,4,4,3,63,1,33,155
1,1,2,4,2,1,2,2,5,4,4,2,1,2,2,2,2,4,4,4,53,1,56,340
4,2,5,2,5,4,2,0,5,4,2,5,2,1,1,5,1,2,5,1,52,2,30,125
2,2,2,3,4,5,2,2,5,4,4,2,2,4,4,4,2,2,4,1,48,1,36,152
4,4,2,1,4,1,1,5,2,2,1,5,4,1,5,1,5,5,5,5,93,1,63,309
4,3,2,1,5,3,1,5,4,3,1,5,2,1,1,4,1,4,5,2,71,1,27,114
3,1,3,4,2,3,2,2,4,4,3,3,2,3,2,3,2,3,4,2,51,1,40,152
5,4,3,3,4,2,2,3,3,1,1,5,4,2,4,2,1,0,4,1,70,1,41,127
4,2,2,2,4,2,1,4,2,3,1,5,2,2,4,4,1,3,5,1,70,1,24,94
4,4,2,5,2,3,3,3,2,4,3,2,1,4,4,3,2,2,5,3,57,1,30,218
4,3,1,1,5,5,1,4,5,3,1,5,3,2,2,1,1,3,5,4,73,1,50,164
4,4,1,2,4,3,4,3,3,2,2,4,5,2,4,3,3,4,5,4,76,1,27,105
5,4,1,2,5,3,1,3,2,2,2,5,3,2,3,3,1,3,4,2,74,1,37,127
1,1,4,1,5,5,5,1,5,4,2,5,5,3,2,3,1,2,5,3,53,1,38,140
3,3,2,2,5,2,1,5,3,2,1,5,4,1,3,2,1,3,4,1,75,2,32,140
5,5,1,1,4,1,1,5,1,1,1,5,3,1,5,1,1,4,5,3,90,1,20,104
5,1,2,1,5,1,1,5,4,2,1,4,4,1,1,5,1,4,5,4,75,1,23,169
4,4,2,1,4,2,2,4,2,2,2,5,5,2,4,2,1,4,5,4,81,1,38,92
4,4,3,3,4,3,3,4,3,2,2,4,2,2,4,4,2,3,3,2,65,1,56,96
2,2,2,4,3,4,2,3,4,3,2,2,1,3,2,2,2,2,4,1,52,1,32,131
2,2,4,3,5,5,3,2,5,3,3,2,2,1,3,2,2,2,5,2,54,1,43,192
4,3,5,4,3,2,2,2,5,4,3,4,2,3,1,4,2,2,5,2,52,2,20,70
3,3,2,1,4,1,2,5,3,3,2,5,5,3,4,4,1,4,5,3,75,1,29,120
2,2,2,3,5,1,1,4,2,2,2,5,3,2,3,3,2,2,5,3,72,1,25,186
4,2,2,2,4,1,2,2,4,4,1,4,5,2,4,1,2,4,5,4,75,1,30,136
4,4,2,2,5,2,2,5,3,2,2,4,4,1,4,4,1,4,3,1,73,1,22,89
5,1,2,1,4,2,2,5,3,4,1,4,5,2,4,2,1,5,5,4,78,1,30,158
3,2,2,2,4,2,2,2,4,4,2,3,1,3,3,2,2,3,4,3,61,1,55,191
1,1,3,2,4,4,2,5,5,4,2,5,2,2,1,4,2,1,5,2,55,1,22,646
2,3,2,1,5,3,2,4,3,3,3,4,4,1,4,2,5,4,4,2,75,1,41,188
3,2,4,3,4,2,2,2,4,4,2,4,2,3,3,2,2,2,5,2,59,1,48,169
3,4,4,2,3,5,4,4,5,4,2,4,2,4,2,4,2,2,4,2,52,1,45,211
3,2,2,2,0,3,2,2,4,3,2,4,4,2,3,2,1,4,4,4,63,1,44,539
4,4,4,4,2,2,2,1,5,4,5,5,1,4,3,5,2,2,5,1,49,2,17,211
2,5,4,4,2,4,4,4,5,4,2,4,2,4,2,4,4,2,5,2,53,1,60,272
1,2,5,3,2,4,2,5,5,3,4,5,2,1,4,4,1,5,5,2,57,1,59,150
4,4,3,2,2,2,2,5,3,4,1,5,2,1,3,1,1,5,5,2,73,1,27,88
5,4,5,2,3,2,2,4,5,5,4,4,3,2,4,4,1,2,1,3,57,1,25,160
2,2,3,3,4,2,2,2,5,4,2,4,2,2,2,3,2,4,5,2,59,2,42,343
2,3,2,3,4,2,3,4,4,2,3,2,2,2,4,2,4,2,2,2,62,1,45,564
1,2,2,4,2,4,2,2,5,4,1,2,2,4,1,4,4,4,5,1,50,2,29,319
2,2,3,3,4,2,3,2,4,4,2,3,2,3,2,4,2,2,4,2,53,1,61,178
5,2,1,1,5,2,2,5,3,4,1,4,5,2,4,2,2,5,5,4,82,1,30,140
3,2,2,2,4,2,2,4,4,2,2,4,3,1,3,4,1,2,3,4,66,1,31,122
2,3,2,3,4,2,3,4,4,2,3,2,2,2,4,2,4,2,2,2,62,1,45,1268
2,1,2,2,4,4,2,1,5,3,2,4,2,2,4,4,2,2,3,1,54,1,48,231
3,1,1,4,4,4,4,3,5,4,2,4,2,2,3,4,1,3,5,2,55,1,29,245
3,2,2,4,2,4,3,4,4,4,4,4,2,2,2,4,2,4,5,3,56,1,39,190
5,2,1,5,4,1,1,2,5,4,4,2,1,2,2,4,1,1,5,1,53,1,42,248
5,3,3,1,3,2,3,4,4,2,1,5,5,1,3,1,1,2,5,3,75,1,40,131
4,3,4,4,3,3,2,2,5,3,3,3,4,3,3,4,1,4,4,2,56,1,39,193
4,4,4,2,3,2,2,3,3,4,1,4,3,1,1,4,2,3,5,1,64,1,24,120
3,4,2,2,4,3,3,4,3,4,2,4,4,3,4,2,2,4,4,3,70,1,28,169
4,3,2,2,4,1,1,4,4,2,1,4,2,1,2,2,1,4,4,2,72,1,30,461
5,5,1,1,3,1,1,5,1,1,1,5,4,1,4,1,1,5,5,5,92,1,19,95
2,4,3,4,3,5,3,2,4,4,3,2,2,3,1,3,2,2,4,3,49,1,21,213
5,4,3,1,2,2,1,4,2,2,2,1,4,2,4,2,5,4,5,4,79,1,56,187
3,4,4,3,4,2,2,2,2,2,2,4,4,2,4,2,2,2,4,2,68,1,36,128
3,4,4,3,4,2,2,2,2,2,2,4,4,2,4,2,2,2,4,2,68,1,36,128
1,1,5,4,1,5,5,1,5,5,1,3,1,3,1,1,1,1,5,1,37,1,43,184
4,4,3,2,3,4,3,2,4,2,2,4,5,2,3,1,4,4,4,4,72,1,30,128
1,1,1,2,3,2,2,2,5,4,2,3,4,3,2,4,2,2,4,5,58,1,46,225
2,4,2,2,4,2,2,4,4,4,1,4,4,2,5,2,2,4,5,2,73,1,35,354
5,2,4,1,5,3,2,4,5,2,1,5,4,1,4,2,1,4,5,5,77,1,34,146
4,3,2,2,4,2,2,4,3,3,1,3,4,2,4,2,2,4,2,1,70,1,22,217
5,5,1,1,5,1,1,5,5,5,1,5,5,1,5,1,1,1,1,5,80,1,42,291
4,2,5,4,3,4,2,2,5,4,4,3,2,2,3,3,1,2,3,1,47,1,30,194
4,4,2,1,5,2,2,4,2,2,1,5,5,2,5,2,1,5,5,5,86,1,71,153
1,2,3,4,2,4,4,3,5,4,4,2,2,4,2,5,4,2,5,1,43,1,26,438
5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,5,5,5,5,100,1,72,101
2,4,1,4,2,4,3,2,4,4,2,1,2,4,2,2,4,3,2,1,51,1,42,203
4,3,2,4,4,2,2,2,4,2,3,5,3,5,2,1,2,3,3,3,63,1,50,170
3,3,4,2,3,2,2,2,3,3,2,3,2,2,2,2,4,3,2,2,61,1,41,152
2,4,4,3,5,2,1,4,3,2,1,5,4,1,3,2,1,4,5,3,75,1,46,230
3,2,3,1,4,5,3,4,5,5,2,4,3,2,2,3,3,2,5,3,60,1,19,164
4,1,1,4,4,4,4,4,5,5,1,3,4,1,4,3,2,4,4,4,64,1,21,190
4,2,2,2,2,2,1,4,4,4,2,4,2,2,2,4,1,2,5,1,60,1,21,143
4,2,3,2,2,3,2,4,4,3,3,4,4,2,3,4,2,4,5,4,66,1,42,134
5,1,1,1,5,2,1,5,5,3,1,5,0,0,4,1,1,3,5,2,75,1,37,151
2,2,2,2,2,2,2,2,4,2,1,3,4,2,4,2,2,3,4,5,68,1,47,169
4,4,1,1,4,1,2,5,1,2,1,5,4,3,5,1,1,4,4,0,81,1,60,522
4,3,4,2,5,4,3,4,5,4,1,5,5,3,4,1,1,4,5,3,70,1,51,1381
2,3,4,2,4,2,2,2,5,4,3,2,2,2,4,4,2,2,4,2,55,1,22,214
5,1,2,4,5,1,1,5,5,4,1,4,5,1,5,1,1,4,1,4,74,1,56,203
3,4,3,2,4,2,2,4,4,2,2,4,2,2,4,2,2,4,4,3,71,1,40,415
5,4,5,2,5,2,2,3,5,3,2,5,3,2,4,2,1,5,5,3,72,1,47,167
4,3,2,3,4,2,2,2,4,3,2,3,2,2,3,2,2,3,5,2,65,1,41,214
1,3,2,2,3,3,3,2,4,2,2,2,2,2,2,2,2,2,4,2,57,1,40,106
4,3,2,3,4,1,1,3,4,3,2,4,3,2,3,2,2,3,3,3,69,1,63,225
4,3,2,2,5,2,2,2,5,2,1,5,4,1,3,2,1,5,5,4,76,1,46,222
4,2,3,2,4,4,2,2,4,2,2,4,4,2,3,2,2,4,5,2,67,1,31,190
4,4,5,3,4,3,4,2,5,4,2,4,4,3,4,4,4,4,4,1,60,1,49,370
4,4,3,2,3,3,1,5,2,2,2,5,3,2,4,2,2,4,5,5,79,1,35,145
4,4,3,2,4,2,1,2,2,2,1,5,4,3,1,4,2,4,4,1,69,1,18,205
2,4,2,2,4,1,1,3,4,2,2,3,2,1,3,2,2,4,3,2,69,1,41,165
1,4,1,3,3,3,1,2,2,5,2,4,4,2,2,2,4,4,5,4,70,1,70,257
2,2,4,3,4,2,3,3,4,3,2,0,2,3,2,3,3,2,2,1,50,1,26,174
1,2,4,1,5,5,5,2,5,5,1,5,4,2,2,4,4,5,4,2,58,1,50,228
3,2,5,3,4,5,4,2,5,4,2,4,2,4,3,4,2,4,1,3,48,1,52,157
1,2,2,1,4,4,5,2,4,4,1,4,4,2,3,4,2,4,4,2,59,1,50,153
2,2,3,1,4,2,2,2,5,3,2,4,4,2,2,1,2,3,4,3,65,1,29,164
2,2,2,1,5,2,2,4,2,2,1,4,5,1,4,2,1,3,5,3,77,1,25,152
5,3,3,1,5,1,5,5,3,1,1,5,4,1,1,2,2,5,4,1,76,1,36,195
2,1,5,3,3,2,1,2,5,3,4,2,1,2,3,4,4,4,5,2,54,1,42,344
5,3,4,1,5,2,5,4,3,1,1,5,4,1,1,2,2,5,4,1,73,1,36,259
5,3,3,1,5,2,4,4,3,1,1,5,4,1,1,2,2,5,4,1,75,1,36,279
2,3,4,4,2,4,3,2,4,4,3,4,2,3,2,4,1,2,5,2,48,1,47,151
2,2,2,3,4,4,3,4,5,4,2,4,3,1,3,4,1,1,4,1,55,1,33,347
4,5,2,3,4,3,2,4,4,3,2,4,4,2,4,3,4,4,4,4,75,1,53,318
4,2,4,4,2,5,4,4,5,4,2,2,4,2,4,4,2,4,4,2,54,2,31,320
3,3,3,2,3,1,1,3,3,3,2,4,3,1,3,2,1,3,3,2,67,1,40,234
2,2,4,4,2,2,3,4,4,4,2,4,4,2,4,2,2,2,5,3,61,1,44,151
3,2,3,3,5,4,2,2,4,3,1,4,3,1,3,2,2,2,5,2,64,1,21,163
2,1,5,1,5,3,3,4,5,5,1,5,2,1,4,3,1,4,1,1,57,1,26,149
5,3,3,1,5,2,5,5,3,4,1,5,5,1,3,1,1,5,5,5,80,1,28,133
4,4,2,3,2,2,2,4,3,2,2,2,4,2,4,3,2,4,4,4,71,1,53,152
2,3,3,4,2,4,4,2,5,4,4,2,2,2,2,4,2,2,4,2,45,1,32,146
5,5,2,1,4,2,1,4,2,2,1,5,5,2,5,1,1,5,5,5,89,2,22,113
4,3,2,4,4,1,2,5,4,3,2,4,3,2,5,4,1,4,5,2,70,1,22,180
2,2,2,1,4,5,4,5,4,3,2,4,2,3,3,3,2,4,5,2,62,1,37,221
5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,5,5,5,5,100,2,36,197
3,4,2,1,4,2,2,4,4,3,2,4,3,2,3,1,1,4,5,1,71,1,19,211
3,2,2,4,4,1,1,3,2,2,2,3,4,2,4,2,2,2,4,4,71,1,51,239
3,2,2,4,4,1,1,3,2,2,2,3,4,2,4,2,2,2,4,4,71,1,51,265
3,4,2,3,3,2,2,2,5,4,2,4,4,3,4,2,3,4,4,3,67,1,43,352
4,3,4,3,2,5,3,5,4,5,4,2,1,4,4,3,2,1,5,3,51,1,26,182
1,5,1,1,5,2,1,4,4,3,1,5,4,1,1,1,1,4,5,4,78,1,40,188
5,3,3,2,5,1,1,1,3,3,3,4,4,1,4,2,1,5,2,2,71,1,30,159
3,2,2,4,5,4,4,5,4,2,1,4,4,2,2,2,1,4,4,4,67,1,46,201
1,2,5,3,3,4,2,1,5,4,3,2,2,2,3,4,1,4,2,1,44,1,18,152
4,4,5,2,4,3,4,2,4,4,2,4,5,2,4,5,2,2,4,4,62,1,29,111
2,2,4,4,2,2,2,2,3,3,2,2,2,2,4,3,2,4,5,2,58,2,39,230
4,4,2,1,4,4,2,4,3,2,1,5,4,2,4,1,1,2,3,2,73,1,21,103
5,3,1,1,5,3,3,4,2,3,5,1,1,3,3,2,1,3,1,3,61,1,61,216
4,3,0,4,4,4,2,4,3,2,2,4,4,2,4,2,4,4,4,4,76,1,38,160
3,5,2,2,4,2,1,3,4,1,1,4,4,2,4,1,1,4,5,1,76,1,22,105
5,3,2,2,3,1,1,4,4,3,2,3,2,4,4,4,2,3,4,1,65,1,17,203
3,4,4,4,3,3,2,3,4,4,3,2,2,1,2,4,2,2,3,2,53,1,22,115
5,1,1,1,5,1,1,5,1,1,1,5,5,1,1,1,1,5,5,5,88,2,17,134
5,5,5,1,5,1,1,5,1,1,5,5,5,1,5,1,5,5,5,5,92,2,36,191
5,1,1,1,1,1,1,5,1,1,1,5,5,1,1,1,1,5,5,5,84,2,17,183
5,1,1,1,5,1,5,5,1,1,1,5,5,1,1,1,1,5,5,5,84,2,17,199
5,1,1,1,5,1,1,5,1,1,1,5,1,1,1,1,1,5,5,5,84,2,17,222
5,1,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,5,92,2,17,248
5,1,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,1,5,5,88,2,17,265
5,1,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,1,5,1,84,2,17,336
5,1,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,1,1,5,84,2,17,348
5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,5,96,2,35,840
4,4,1,4,4,2,1,4,4,1,1,3,4,2,4,5,2,3,5,5,75,2,18,111
2,2,2,3,2,2,2,1,4,4,2,4,2,1,4,2,2,1,5,4,61,1,21,135
2,4,4,3,3,3,3,4,3,4,1,5,2,3,3,3,1,2,3,2,58,1,74,287
4,5,2,3,5,1,2,4,2,1,2,5,4,2,5,2,2,4,4,4,83,1,31,218
5,4,2,5,5,2,2,4,2,1,1,5,5,1,3,1,5,5,5,5,88,1,43,162
4,1,2,1,4,3,3,4,3,2,1,5,4,2,2,2,2,2,2,1,66,1,25,149
3,5,3,5,4,1,2,2,3,4,1,4,2,2,4,2,3,4,4,2,68,2,33,338
2,5,4,1,4,2,2,4,4,2,1,4,5,1,4,4,2,2,4,1,70,1,20,177
5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,5,96,1,20,251
1,1,5,5,1,5,5,1,5,5,5,1,1,5,1,5,5,1,5,1,28,1,20,306
3,4,3,5,4,2,1,3,4,4,2,5,4,2,3,2,1,4,5,4,69,2,47,153
1,1,5,4,3,5,5,1,4,5,3,1,1,5,1,4,5,2,3,1,34,2,48,251
4,4,4,2,4,2,4,2,4,4,2,4,1,2,2,2,4,4,5,2,64,2,21,565
3,1,4,3,3,4,3,1,5,4,1,2,2,2,1,2,5,3,5,1,53,1,18,174
3,2,5,4,1,5,5,2,5,4,1,2,1,3,1,4,2,2,3,3,40,2,45,1254
5,2,2,3,3,2,5,3,2,5,1,4,5,3,1,1,1,2,3,3,62,1,36,120
5,2,2,3,3,2,5,3,2,5,1,4,5,3,1,1,1,2,3,3,62,1,36,146
5,5,1,1,5,1,1,5,1,1,1,5,5,3,5,2,5,5,5,5,97,1,36,79
1,1,1,1,5,1,1,5,1,1,1,5,5,1,3,1,3,5,3,3,84,1,45,179
4,4,3,3,4,2,2,4,3,3,2,4,2,2,2,3,3,4,4,4,70,1,18,1956
1,3,3,5,2,1,2,2,5,5,2,1,3,2,2,2,2,4,5,1,53,1,27,1617
4,4,3,4,4,2,2,4,4,4,2,5,4,2,4,2,4,4,2,2,70,1,22,2512
4,2,3,2,5,2,5,4,3,3,1,5,4,2,3,4,2,5,5,3,71,1,21,212
4,4,3,1,4,3,3,3,4,5,1,4,1,2,2,1,1,3,5,3,65,1,30,95
4,4,2,1,5,1,1,5,5,2,1,5,5,1,1,2,1,5,5,5,83,2,24,199
3,2,2,1,2,2,1,2,4,3,2,2,2,2,3,2,3,2,2,1,59,1,22,3809
1,1,4,4,2,5,5,1,5,5,2,2,1,5,1,5,1,2,5,1,32,1,22,4585
5,5,3,3,5,3,3,5,3,1,2,5,4,2,5,4,1,3,5,5,78,1,19,4350
4,5,2,2,2,3,2,4,2,2,1,4,5,2,4,2,1,3,5,2,75,2,16,249
4,2,5,5,5,5,2,4,4,4,2,5,4,5,4,1,2,4,5,5,65,1,22,6617
1,3,2,3,3,3,2,2,4,4,2,2,2,4,3,4,4,2,5,1,54,1,22,7158
4,1,5,2,2,4,4,5,5,4,1,3,2,3,2,4,2,5,2,3,53,1,37,297
4,4,3,4,4,2,2,2,4,2,1,5,4,4,2,4,2,4,4,1,64,1,22,7732
2,4,5,2,3,5,5,2,5,5,2,2,2,4,3,4,5,2,5,1,48,1,22,8288
2,4,4,3,4,1,2,4,3,3,1,5,3,1,4,2,1,3,4,2,70,1,31,131
5,5,2,1,4,2,1,5,2,3,1,5,5,1,4,1,1,5,5,4,88,2,17,139
2,2,4,3,4,3,3,2,4,3,2,2,2,2,2,2,4,3,3,1,55,1,22,8836
4,4,4,2,3,2,2,3,4,3,1,5,2,2,4,2,0,4,4,2,67,1,50,133
2,2,4,2,4,3,3,2,4,4,2,2,2,2,3,3,3,4,4,2,57,1,22,9347
2,4,5,4,2,2,2,2,5,4,2,1,1,2,3,4,2,2,4,1,48,1,34,225
3,3,4,4,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,58,1,22,10423
2,2,4,1,4,4,4,5,5,5,1,4,1,3,1,4,2,4,3,1,52,1,31,196
4,3,5,4,3,5,3,2,5,5,3,3,3,4,2,2,3,3,4,1,49,1,22,11054
